temperature,vibration,rpm,current,voltage,bearing_temperature,torque,lubrication_level,status
63.14,2.59,1482.89,14.05,404.34,55.0,20.63,87.36,Electrical Fault
71.09,5.93,1433.22,11.42,410.3,84.55,18.38,32.7,Lubrication Failure
63.7,8.11,1387.46,11.2,415.18,86.92,23.3,52.55,Bearing Failure
69.46,4.9,1352.54,10.98,411.59,61.47,31.11,83.67,Motor Misalignment
67.39,4.2,1395.99,9.7,411.94,67.36,18.87,80.01,Motor Misalignment
57.17,1.73,1549.16,10.7,412.44,56.94,23.34,79.67,Healthy
68.03,6.64,1422.31,11.03,414.22,81.88,19.4,22.42,Lubrication Failure
93.16,3.0,1529.99,9.95,418.4,88.86,24.86,81.57,Overheating
98.99,2.04,1465.24,11.54,406.64,92.94,24.57,77.86,Overheating
87.3,2.08,1507.61,10.68,411.29,93.2,25.5,78.78,Overheating
94.27,1.77,1494.02,11.44,413.18,87.08,27.19,79.6,Overheating
61.35,1.8,1485.0,9.88,414.45,54.19,28.54,84.7,Healthy
75.83,3.65,1436.48,10.61,410.09,75.19,24.34,73.38,Early Warning
65.27,4.66,1396.44,10.62,406.0,64.89,33.75,77.16,Motor Misalignment
69.59,1.66,1522.53,18.35,403.31,59.96,24.99,86.04,Electrical Fault
64.49,1.98,1441.01,17.76,388.96,56.36,20.63,82.02,Electrical Fault
61.99,2.08,1509.68,9.87,408.68,57.31,27.44,86.93,Healthy
67.3,4.19,1335.67,11.37,418.08,68.24,29.48,79.71,Motor Misalignment
65.52,1.92,1489.2,10.39,412.91,51.9,21.48,80.3,Healthy
98.26,3.0,1524.89,10.88,410.72,93.35,25.75,81.43,Overheating
75.82,3.01,1467.34,10.32,408.3,68.32,29.86,75.69,Early Warning
71.52,4.43,1446.71,10.99,407.36,60.7,33.04,73.13,Motor Misalignment
72.05,5.19,1445.96,12.35,413.92,61.04,27.03,79.41,Motor Misalignment
59.25,1.06,1480.07,10.62,406.67,53.96,22.64,87.41,Healthy
96.09,2.66,1504.82,10.44,404.6,91.58,24.23,81.87,Overheating
69.91,4.76,1324.49,11.3,417.52,65.01,41.62,76.97,Motor Misalignment
98.13,2.66,1506.29,10.84,412.72,96.97,25.67,75.94,Overheating
65.97,2.69,1446.17,14.13,394.28,52.02,18.44,77.6,Electrical Fault
61.66,2.53,1491.07,16.2,402.17,62.47,23.45,88.52,Electrical Fault
71.42,5.01,1403.02,12.13,415.96,69.86,29.58,76.57,Motor Misalignment
74.72,5.15,1482.73,12.64,413.28,83.24,16.53,35.16,Lubrication Failure
63.0,5.11,1272.28,11.74,413.4,66.85,27.54,80.47,Motor Misalignment
65.38,5.43,1299.05,10.98,415.0,63.37,26.22,76.52,Motor Misalignment
69.5,5.73,1455.1,11.03,411.44,66.38,30.85,77.34,Motor Misalignment
72.53,6.5,1293.06,11.96,410.43,62.94,33.42,81.12,Motor Misalignment
68.61,5.06,1446.45,10.79,415.78,66.29,30.27,79.45,Motor Misalignment
75.41,5.41,1437.66,10.55,406.16,88.9,20.88,35.2,Lubrication Failure
98.67,2.46,1482.44,10.26,413.73,90.74,27.57,80.82,Overheating
60.35,2.08,1502.73,10.61,415.02,54.65,27.13,82.06,Healthy
63.21,6.46,1413.61,9.59,410.66,80.8,16.68,34.85,Lubrication Failure
75.29,6.41,1429.58,11.42,414.17,82.68,17.34,37.22,Lubrication Failure
70.03,6.46,1405.18,10.8,417.2,85.9,21.11,34.36,Lubrication Failure
65.4,1.93,1492.47,11.25,413.72,53.29,21.45,89.19,Healthy
76.74,5.91,1398.08,9.98,415.46,80.46,22.63,30.59,Lubrication Failure
68.63,1.74,1477.29,16.02,380.47,63.77,12.45,81.91,Electrical Fault
67.17,8.45,1433.96,12.23,410.54,91.77,20.05,44.25,Bearing Failure
90.54,2.14,1478.53,10.54,415.16,87.2,24.92,79.7,Overheating
63.65,2.08,1530.43,10.18,417.72,54.08,23.8,90.12,Healthy
65.73,2.31,1474.19,16.82,379.64,61.48,19.09,80.76,Electrical Fault
65.49,2.83,1466.53,17.56,388.39,59.17,21.88,84.58,Electrical Fault
59.12,1.05,1457.44,9.49,416.59,55.34,25.37,90.85,Healthy
99.67,1.61,1469.18,11.43,415.03,86.56,27.87,78.41,Overheating
68.1,4.02,1571.9,10.71,410.01,66.75,29.98,75.56,Motor Misalignment
66.4,1.78,1473.11,9.33,417.33,54.82,26.75,83.4,Healthy
61.48,1.75,1499.47,10.54,417.28,58.99,21.14,85.76,Healthy
78.69,2.98,1483.01,11.24,410.09,71.53,22.05,70.1,Early Warning
61.27,2.12,1501.96,11.17,413.87,55.97,23.4,83.95,Healthy
70.29,10.01,1396.59,12.2,411.36,88.54,20.2,50.93,Bearing Failure
69.63,5.72,1283.28,10.75,409.99,63.53,27.01,80.98,Motor Misalignment
66.22,5.39,1300.87,9.95,416.94,62.0,23.45,82.71,Motor Misalignment
94.76,2.25,1479.44,9.72,408.01,88.73,26.56,79.3,Overheating
101.22,2.26,1442.19,11.23,419.58,91.9,28.37,78.54,Overheating
67.88,2.24,1460.55,18.22,397.87,68.66,20.66,81.5,Electrical Fault
68.07,6.31,1488.54,10.45,413.62,80.46,29.24,25.2,Lubrication Failure
75.27,6.61,1421.44,10.79,416.97,79.03,21.78,24.22,Lubrication Failure
71.14,8.58,1340.07,11.39,412.89,89.41,23.95,51.39,Bearing Failure
62.15,1.61,1486.31,10.05,418.02,61.86,21.99,85.95,Healthy
67.24,9.49,1502.12,11.42,413.28,82.67,20.84,49.63,Bearing Failure
62.27,1.91,1475.3,10.72,413.5,50.03,22.91,81.94,Healthy
73.44,8.39,1343.94,13.07,420.16,86.96,24.33,52.64,Bearing Failure
101.17,2.55,1483.8,11.88,414.25,87.52,24.0,79.68,Overheating
65.88,2.79,1381.97,13.69,400.55,57.87,21.41,86.73,Electrical Fault
71.8,8.74,1399.65,11.72,410.02,91.9,25.54,53.22,Bearing Failure
62.59,2.24,1482.61,16.75,408.82,68.22,19.59,79.96,Electrical Fault
72.62,4.5,1465.03,11.14,413.07,86.75,15.93,30.56,Lubrication Failure
70.87,3.61,1439.29,16.84,396.72,60.67,16.21,78.45,Electrical Fault
79.29,6.06,1434.43,11.28,413.94,82.49,22.25,32.6,Lubrication Failure
95.18,2.21,1465.56,11.85,409.41,91.21,25.64,82.35,Overheating
56.19,1.79,1506.09,9.63,415.08,50.2,27.82,82.96,Healthy
74.07,5.44,1438.19,10.86,416.5,80.82,23.22,30.99,Lubrication Failure
63.47,3.14,1442.97,16.11,403.42,68.22,20.75,81.59,Electrical Fault
74.38,3.27,1452.56,10.27,411.5,69.69,27.21,71.0,Early Warning
63.71,1.8,1522.1,10.14,416.38,56.09,26.39,91.83,Healthy
63.75,1.99,1514.8,10.32,416.02,49.65,25.17,83.33,Healthy
73.93,3.22,1528.77,10.67,406.79,65.2,26.28,74.01,Early Warning
67.89,10.2,1342.42,11.62,409.72,101.0,22.25,59.14,Bearing Failure
98.39,2.93,1549.93,11.29,409.91,91.74,29.19,79.44,Overheating
74.65,5.03,1399.63,10.94,408.73,68.84,22.96,72.53,Early Warning
70.42,2.64,1472.89,16.39,401.32,62.58,13.47,81.23,Electrical Fault
66.99,3.5,1512.41,16.24,392.53,66.59,26.31,81.14,Electrical Fault
74.41,2.68,1474.55,12.08,416.84,73.26,24.68,67.47,Early Warning
67.0,4.61,1301.16,11.77,415.26,65.52,32.46,72.15,Motor Misalignment
86.27,2.61,1488.76,11.19,414.91,81.76,24.03,78.64,Overheating
63.74,2.09,1469.7,10.41,416.21,50.18,24.95,86.09,Healthy
93.43,2.56,1473.79,11.28,421.17,93.81,26.95,77.68,Overheating
68.16,4.94,1331.01,10.72,411.79,66.65,22.62,79.29,Motor Misalignment
72.21,3.81,1468.35,11.46,413.64,70.4,25.58,70.91,Early Warning
65.66,9.3,1413.27,11.36,407.68,80.3,21.91,47.68,Bearing Failure
70.27,6.27,1388.37,10.48,416.86,83.71,18.08,24.98,Lubrication Failure
68.45,4.44,1321.74,10.57,412.25,63.53,24.09,84.45,Motor Misalignment
91.48,2.88,1441.67,12.21,414.87,93.94,27.74,81.85,Overheating
70.45,5.51,1407.56,11.12,407.06,83.86,22.1,31.24,Lubrication Failure
78.44,5.32,1436.63,11.28,413.71,85.77,23.47,27.13,Lubrication Failure
68.97,4.51,1413.86,11.48,413.02,80.59,25.77,35.12,Lubrication Failure
71.07,6.31,1351.45,10.86,412.04,88.57,23.47,56.43,Bearing Failure
58.64,1.6,1508.68,10.13,410.79,58.37,24.81,81.67,Healthy
73.03,6.79,1407.1,11.51,417.81,87.98,18.48,29.75,Lubrication Failure
69.37,10.12,1335.24,11.5,409.66,91.37,20.82,55.19,Bearing Failure
73.27,8.95,1323.48,11.86,409.75,90.19,20.58,53.59,Bearing Failure
55.2,1.56,1508.79,10.26,415.83,50.76,20.38,85.16,Healthy
72.26,2.97,1471.71,10.8,413.72,75.99,23.97,72.12,Early Warning
52.49,1.29,1483.34,9.72,413.77,55.12,24.38,88.15,Healthy
66.41,6.77,1533.79,10.64,419.2,63.36,25.15,77.58,Motor Misalignment
75.76,2.76,1465.54,11.0,411.37,72.24,23.5,66.5,Early Warning
64.09,1.73,1464.39,9.6,416.65,56.19,21.87,82.83,Healthy
75.59,8.09,1478.14,10.34,409.41,87.27,21.89,51.66,Bearing Failure
81.98,3.54,1454.97,10.73,411.04,75.74,18.25,70.84,Early Warning
61.84,2.18,1506.16,9.78,408.75,55.21,25.05,85.55,Healthy
86.97,2.38,1447.64,11.2,409.39,87.12,25.13,83.61,Overheating
73.3,8.85,1459.34,11.25,411.61,90.06,26.09,59.13,Bearing Failure
54.57,1.13,1476.09,10.66,414.87,58.87,25.82,87.35,Healthy
62.17,1.82,1462.16,9.02,414.96,54.34,24.79,84.92,Healthy
93.29,2.48,1471.14,10.78,409.44,90.36,23.78,82.76,Overheating
59.96,1.71,1494.98,10.5,418.68,53.0,23.66,86.14,Healthy
60.82,2.1,1510.38,10.88,416.57,60.89,26.8,79.58,Healthy
64.56,7.12,1423.72,11.19,410.73,86.65,26.51,30.33,Lubrication Failure
69.33,4.81,1450.66,11.57,411.03,67.42,29.26,77.22,Motor Misalignment
81.87,6.48,1410.25,11.74,413.08,83.3,20.3,29.92,Lubrication Failure
73.04,2.01,1491.19,16.37,396.0,62.09,19.84,80.06,Electrical Fault
72.08,9.16,1391.95,10.71,411.08,90.92,23.41,52.25,Bearing Failure
74.38,8.27,1401.07,10.82,412.19,98.79,20.3,57.19,Bearing Failure
98.49,2.14,1468.02,10.97,416.14,86.05,23.59,84.45,Overheating
67.15,5.85,1455.65,10.74,418.49,66.06,39.74,75.5,Motor Misalignment
99.03,2.26,1517.65,11.15,413.94,96.1,22.92,78.24,Overheating
82.81,3.66,1460.93,11.15,412.7,69.22,24.88,71.56,Early Warning
74.81,3.9,1391.65,10.64,414.72,70.13,28.25,65.77,Early Warning
69.03,5.66,1446.33,11.54,414.48,80.75,22.57,28.61,Lubrication Failure
72.1,7.27,1451.76,10.51,419.51,81.68,24.02,25.31,Lubrication Failure
72.02,6.33,1407.03,9.99,415.74,82.99,22.8,32.41,Lubrication Failure
67.0,4.78,1407.62,11.04,414.09,66.33,29.31,80.53,Motor Misalignment
78.34,3.14,1454.11,10.72,411.64,65.76,23.14,71.64,Early Warning
91.93,2.41,1452.43,10.39,416.69,89.34,27.91,78.92,Overheating
68.3,4.93,1361.79,10.77,416.52,63.78,26.74,73.57,Motor Misalignment
96.67,1.8,1441.66,10.33,413.3,86.04,25.54,81.8,Overheating
68.02,7.95,1417.84,10.92,408.45,89.77,22.68,54.36,Bearing Failure
74.97,3.29,1463.68,10.6,416.25,73.25,27.77,71.13,Early Warning
76.59,3.56,1462.51,11.92,411.09,67.12,20.95,72.98,Early Warning
70.86,6.41,1355.38,10.64,409.89,65.76,34.06,78.45,Motor Misalignment
73.1,2.07,1450.2,15.75,398.69,52.41,24.31,83.6,Electrical Fault
64.13,2.49,1435.57,17.85,405.38,55.52,20.18,86.75,Electrical Fault
95.59,1.68,1492.86,10.41,411.5,91.5,29.5,86.59,Overheating
65.0,4.38,1304.84,11.12,416.01,67.25,31.07,79.61,Motor Misalignment
96.67,2.27,1479.0,10.57,411.69,88.16,26.92,81.99,Overheating
72.07,2.93,1530.6,15.24,386.52,58.34,20.89,81.12,Electrical Fault
67.83,1.63,1529.91,10.01,418.18,52.93,26.25,84.24,Healthy
56.95,1.8,1490.2,9.83,417.4,59.5,27.38,83.79,Healthy
57.26,1.89,1477.87,10.35,418.17,55.82,21.29,82.1,Healthy
71.98,8.64,1404.25,11.75,415.32,92.48,27.83,56.21,Bearing Failure
65.45,8.87,1438.87,11.15,412.5,93.0,20.58,50.45,Bearing Failure
92.4,2.89,1461.35,11.13,413.31,88.2,30.34,78.68,Overheating
70.91,5.82,1319.62,11.7,412.58,62.56,25.19,70.97,Motor Misalignment
63.32,4.44,1450.95,11.44,411.35,65.3,34.03,71.9,Motor Misalignment
72.75,8.46,1308.39,11.25,409.45,88.56,20.25,57.39,Bearing Failure
64.89,8.49,1406.8,11.79,416.82,97.2,23.11,60.61,Bearing Failure
71.59,5.52,1410.33,11.13,412.0,61.75,26.5,73.48,Motor Misalignment
76.11,3.91,1377.31,10.38,411.91,73.24,29.64,69.51,Early Warning
59.35,2.33,1495.72,9.1,420.68,57.05,24.86,83.89,Healthy
57.31,1.07,1490.46,10.38,413.94,57.4,25.3,88.86,Healthy
73.91,3.33,1441.1,10.47,406.3,70.72,18.03,67.02,Early Warning
74.29,7.91,1459.52,12.42,416.15,87.1,30.64,55.76,Bearing Failure
91.0,2.66,1530.9,10.88,413.7,90.95,23.78,77.93,Overheating
68.65,8.17,1331.74,11.96,412.31,94.49,22.27,52.97,Bearing Failure
68.68,5.28,1422.99,11.02,415.64,77.59,19.35,35.62,Lubrication Failure
78.36,6.02,1470.15,11.76,416.09,85.11,20.22,39.14,Lubrication Failure
69.86,4.78,1504.67,10.68,413.15,59.57,40.41,76.15,Motor Misalignment
103.14,1.76,1499.24,11.78,411.09,87.7,24.83,79.6,Overheating
75.23,3.4,1435.76,10.91,413.07,71.62,24.45,69.15,Early Warning
97.38,2.51,1465.94,11.25,413.98,85.13,24.02,78.04,Overheating
76.79,3.98,1442.77,10.59,411.63,71.91,20.94,69.47,Early Warning
70.8,4.11,1426.64,11.57,416.42,65.81,31.97,76.8,Motor Misalignment
72.22,1.79,1446.99,17.43,386.27,59.74,17.36,84.48,Electrical Fault
69.06,4.85,1401.04,11.18,413.8,65.85,33.17,77.7,Motor Misalignment
96.46,3.01,1473.03,11.01,411.29,93.55,24.88,83.07,Overheating
80.4,4.95,1486.43,9.89,409.64,83.24,25.05,29.67,Lubrication Failure
98.09,2.73,1432.24,10.07,417.01,96.28,21.74,82.45,Overheating
64.64,2.27,1430.15,17.73,392.79,65.04,16.61,80.94,Electrical Fault
71.85,3.84,1453.63,11.75,414.71,73.18,25.43,72.94,Early Warning
71.8,6.23,1474.62,11.55,416.78,82.26,18.79,22.97,Lubrication Failure
79.33,3.88,1410.58,9.91,416.24,70.33,21.76,73.52,Early Warning
68.69,7.17,1412.12,11.48,414.42,65.88,29.34,80.5,Motor Misalignment
67.63,2.07,1323.25,11.11,417.2,65.99,35.25,75.32,Motor Misalignment
52.56,1.97,1496.77,9.76,415.54,53.51,20.75,87.77,Healthy
66.37,2.25,1409.65,17.05,403.5,59.29,22.85,80.53,Electrical Fault
55.68,1.93,1507.8,10.14,413.52,57.48,21.88,84.8,Healthy
69.04,6.3,1349.23,11.33,415.36,69.4,33.26,80.56,Motor Misalignment
67.28,4.18,1339.93,11.62,414.08,64.46,25.14,80.2,Motor Misalignment
74.81,2.88,1489.81,10.71,415.04,73.27,21.14,70.23,Early Warning
71.22,2.7,1398.37,17.81,398.03,62.81,20.94,83.46,Electrical Fault
71.75,1.66,1433.3,16.38,399.38,58.7,14.65,76.23,Electrical Fault
77.23,3.22,1406.52,11.19,411.4,70.44,19.97,69.24,Early Warning
74.04,3.19,1467.8,10.05,407.04,70.01,24.29,71.21,Early Warning
78.33,3.64,1397.92,10.72,413.5,73.37,27.89,75.32,Early Warning
67.18,6.27,1440.87,9.57,409.7,57.79,28.63,76.99,Motor Misalignment
67.75,5.79,1416.14,11.08,410.42,85.48,20.43,27.13,Lubrication Failure
104.37,2.21,1506.27,10.65,415.72,90.4,27.71,79.4,Overheating
63.55,5.67,1447.85,11.24,409.71,64.59,33.4,77.59,Motor Misalignment
77.23,6.53,1438.62,10.7,412.96,83.82,20.91,32.25,Lubrication Failure
63.88,5.0,1455.55,10.66,416.46,63.77,33.61,79.29,Motor Misalignment
59.47,1.57,1528.62,10.14,416.73,54.59,24.36,84.49,Healthy
66.67,2.9,1463.87,16.98,404.21,59.09,15.64,81.2,Electrical Fault
56.65,1.92,1511.57,10.04,415.66,54.22,27.96,82.3,Healthy
67.64,4.73,1349.37,10.38,415.52,61.9,36.02,80.08,Motor Misalignment
99.07,1.82,1524.52,11.69,413.32,91.84,30.85,83.0,Overheating
65.63,6.3,1481.45,11.11,410.99,69.6,31.88,78.66,Motor Misalignment
100.62,2.46,1461.32,11.12,416.92,90.22,29.11,88.75,Overheating
70.97,2.88,1488.71,15.67,384.94,55.99,22.06,86.26,Electrical Fault
100.93,1.82,1433.16,11.33,412.11,85.69,27.77,79.57,Overheating
77.56,2.89,1457.36,10.66,413.73,68.31,22.3,74.57,Early Warning
68.75,6.52,1444.01,13.03,414.44,90.71,22.45,60.79,Bearing Failure
66.59,6.16,1526.38,10.3,416.94,59.78,30.15,77.58,Motor Misalignment
73.65,3.4,1427.09,10.3,411.04,68.85,24.22,71.68,Early Warning
71.12,7.57,1415.86,11.07,416.14,88.28,20.72,58.44,Bearing Failure
73.57,7.16,1367.66,10.79,414.26,86.16,23.29,53.44,Bearing Failure
69.96,8.59,1363.03,11.65,418.15,89.27,26.19,55.14,Bearing Failure
93.44,2.1,1500.5,11.45,413.5,88.11,29.2,81.77,Overheating
61.52,1.37,1535.7,9.7,415.5,57.56,23.03,83.36,Healthy
79.15,5.8,1451.19,11.19,414.6,87.32,19.51,31.15,Lubrication Failure
71.8,8.47,1425.89,12.45,415.0,88.81,24.56,64.58,Bearing Failure
88.33,1.92,1452.89,11.16,408.6,88.21,25.65,79.88,Overheating
72.51,5.75,1377.64,12.1,418.87,62.78,31.24,77.45,Motor Misalignment
64.87,8.63,1339.39,12.46,413.62,84.8,19.29,56.95,Bearing Failure
75.31,2.81,1456.81,17.99,396.51,53.45,24.99,81.53,Electrical Fault
72.85,4.89,1420.91,11.03,409.75,82.03,23.63,35.64,Lubrication Failure
73.45,9.03,1386.23,11.86,419.71,80.55,24.46,64.16,Bearing Failure
71.3,1.39,1472.18,19.0,392.67,49.91,17.56,76.56,Electrical Fault
67.55,7.87,1327.09,11.1,414.95,87.98,24.51,52.52,Bearing Failure
70.14,3.55,1437.21,16.66,397.48,63.58,24.08,82.28,Electrical Fault
70.31,5.46,1420.95,12.19,403.51,81.81,25.52,27.43,Lubrication Failure
74.21,2.96,1462.44,10.89,411.09,69.02,25.07,70.22,Early Warning
72.46,4.84,1436.8,11.65,407.29,78.4,25.68,31.87,Lubrication Failure
72.48,5.76,1294.06,11.06,408.49,64.01,38.38,73.77,Motor Misalignment
73.99,3.52,1407.19,10.33,408.5,71.95,22.99,64.39,Early Warning
89.89,2.1,1517.04,10.81,409.9,87.28,22.78,76.11,Overheating
102.7,2.6,1470.15,12.31,410.71,84.11,25.16,77.72,Overheating
72.19,2.44,1492.24,17.73,394.44,58.57,17.07,83.28,Electrical Fault
70.91,5.51,1361.67,11.86,412.71,63.59,20.62,77.35,Motor Misalignment
61.16,1.8,1538.29,9.87,418.5,51.2,22.94,87.16,Healthy
63.69,1.56,1472.13,10.47,416.48,53.14,21.84,82.77,Healthy
67.96,6.41,1390.57,11.11,413.13,70.84,27.88,80.75,Motor Misalignment
61.71,1.79,1520.18,10.54,416.95,50.64,23.32,84.18,Healthy
80.13,8.02,1397.83,11.08,413.7,94.91,23.34,53.9,Bearing Failure
67.28,2.87,1477.15,14.33,386.36,56.77,22.22,83.12,Electrical Fault
75.6,7.69,1466.98,11.4,420.5,89.81,19.31,54.01,Bearing Failure
59.56,0.98,1469.06,15.48,381.89,56.71,22.77,83.07,Electrical Fault
79.28,4.09,1462.93,11.88,408.69,74.11,21.03,68.31,Early Warning
71.88,2.56,1435.44,10.37,412.96,73.35,29.56,70.28,Early Warning
70.03,7.41,1367.52,11.75,411.05,88.94,20.3,57.26,Bearing Failure
69.12,3.28,1573.73,17.27,399.33,55.26,21.11,82.19,Electrical Fault
71.96,7.02,1454.07,11.55,412.16,98.66,26.21,49.8,Bearing Failure
69.68,5.03,1354.55,11.13,410.49,61.8,32.34,80.85,Motor Misalignment
65.8,2.71,1477.09,16.36,400.41,54.85,19.09,84.89,Electrical Fault
69.84,5.49,1363.47,11.23,415.48,85.76,23.97,32.01,Lubrication Failure
71.07,3.25,1426.14,11.6,411.18,71.36,24.59,72.71,Early Warning
68.91,5.36,1443.75,11.92,412.44,66.9,35.59,76.27,Motor Misalignment
58.01,1.91,1472.19,10.72,414.57,55.87,29.65,89.55,Healthy
58.85,2.24,1477.86,9.55,416.93,53.82,24.99,84.51,Healthy
74.11,6.94,1410.33,10.61,416.81,83.98,21.81,33.06,Lubrication Failure
72.41,2.78,1433.8,11.41,412.34,71.63,23.46,72.15,Early Warning
68.15,6.51,1390.82,10.81,415.58,81.5,20.53,22.99,Lubrication Failure
67.85,3.15,1450.59,15.7,386.22,59.86,17.62,86.21,Electrical Fault
72.74,1.68,1435.48,17.16,410.22,60.06,16.9,87.64,Electrical Fault
68.36,4.93,1388.13,10.88,413.79,68.6,35.27,79.11,Motor Misalignment
71.4,3.28,1420.7,17.32,388.51,59.58,17.15,80.95,Electrical Fault
92.33,2.38,1485.47,11.62,411.23,86.1,27.05,77.6,Overheating
70.65,7.53,1355.94,12.47,407.41,95.52,20.64,64.62,Bearing Failure
71.22,3.5,1475.96,10.99,410.63,63.56,26.86,67.79,Early Warning
58.39,1.79,1468.37,10.35,420.82,57.16,27.92,82.46,Healthy
72.7,9.44,1430.31,11.35,407.18,95.41,17.13,57.93,Bearing Failure
57.93,1.91,1535.62,10.81,416.08,56.39,26.58,81.23,Healthy
70.8,2.81,1524.88,15.97,395.85,54.39,20.31,85.42,Electrical Fault
53.04,1.51,1481.7,9.9,418.34,54.26,22.94,84.83,Healthy
100.36,2.12,1484.75,11.68,418.96,94.01,26.48,75.87,Overheating
93.45,2.74,1469.33,11.43,414.1,94.25,26.38,77.2,Overheating
69.68,6.36,1354.43,10.3,413.53,64.77,33.38,79.53,Motor Misalignment
65.08,4.34,1316.02,11.17,412.52,63.39,26.87,78.71,Motor Misalignment
66.18,2.3,1393.41,17.27,399.43,63.91,23.1,84.37,Electrical Fault
69.96,9.01,1369.5,12.73,411.58,81.05,21.43,58.27,Bearing Failure
69.77,6.95,1479.96,10.68,414.88,67.25,30.1,77.25,Motor Misalignment
96.94,2.17,1459.36,9.87,415.3,89.31,24.57,77.11,Overheating
93.75,2.51,1538.89,11.52,412.07,90.95,26.96,84.3,Overheating
77.2,3.64,1430.14,10.51,418.33,71.9,25.02,68.76,Early Warning
72.9,5.17,1433.28,10.84,415.34,80.09,23.51,27.36,Lubrication Failure
92.49,1.61,1487.08,10.23,409.87,88.48,26.86,85.96,Overheating
71.02,5.5,1373.25,10.2,419.46,64.86,38.19,76.13,Motor Misalignment
72.64,4.49,1432.04,11.06,411.79,71.32,27.7,74.99,Early Warning
73.54,6.16,1423.9,10.93,413.71,82.32,19.17,36.35,Lubrication Failure
72.36,5.26,1387.36,10.95,408.74,78.71,21.54,31.99,Lubrication Failure
65.9,7.82,1344.11,11.65,416.67,88.81,22.08,51.05,Bearing Failure
76.14,2.61,1483.17,15.44,393.66,59.67,21.86,81.85,Electrical Fault
63.66,1.77,1391.18,17.38,383.42,62.2,19.02,79.69,Electrical Fault
63.97,2.11,1503.34,18.55,405.05,53.41,23.57,87.56,Electrical Fault
60.45,1.92,1502.37,10.22,414.54,59.36,24.09,88.4,Healthy
76.94,5.76,1376.64,9.64,419.51,86.56,22.85,35.81,Lubrication Failure
91.95,2.2,1464.49,10.68,413.99,94.06,28.94,80.44,Overheating
67.9,6.81,1295.84,11.2,411.17,70.86,30.45,74.2,Motor Misalignment
73.89,6.25,1443.03,12.29,418.03,64.64,30.13,85.08,Motor Misalignment
65.32,1.56,1514.86,9.97,414.02,56.9,24.4,77.01,Healthy
62.73,1.86,1509.79,9.87,415.19,55.32,25.43,87.32,Healthy
68.22,8.9,1428.7,13.18,416.45,79.82,21.92,53.67,Bearing Failure
73.48,3.5,1426.72,11.48,412.39,65.51,18.96,64.82,Early Warning
93.3,2.29,1476.88,11.53,414.66,86.47,26.64,81.06,Overheating
70.83,10.77,1379.97,10.37,412.2,88.29,26.91,52.45,Bearing Failure
72.77,6.9,1442.17,11.15,414.07,80.02,24.69,27.83,Lubrication Failure
67.94,5.34,1421.25,10.44,416.36,67.58,30.06,78.75,Motor Misalignment
70.07,9.17,1442.26,11.72,409.76,78.65,22.44,59.86,Bearing Failure
67.25,6.38,1331.18,10.96,416.11,68.62,21.76,76.57,Motor Misalignment
77.91,6.75,1386.41,10.39,410.71,88.11,19.27,28.07,Lubrication Failure
75.96,3.73,1426.14,10.71,416.08,64.97,20.57,69.26,Early Warning
79.87,3.35,1426.33,9.59,414.9,70.3,24.3,68.79,Early Warning
70.41,3.73,1456.17,11.26,417.93,76.11,23.3,72.02,Early Warning
68.31,7.13,1412.04,11.01,412.88,66.73,31.04,80.12,Motor Misalignment
61.48,1.79,1456.1,8.99,415.39,53.93,22.79,85.2,Healthy
62.36,2.2,1424.29,16.19,385.06,61.79,24.14,82.32,Electrical Fault
70.67,6.43,1350.8,12.13,416.24,63.71,33.07,81.12,Motor Misalignment
73.51,6.97,1414.88,11.67,414.3,86.39,25.6,33.58,Lubrication Failure
90.27,2.08,1484.51,11.22,408.68,89.33,24.5,81.6,Overheating
65.39,9.59,1437.85,12.21,413.11,87.63,22.45,66.39,Bearing Failure
70.31,7.74,1400.36,11.33,417.18,87.78,18.85,57.49,Bearing Failure
70.57,7.74,1363.49,10.77,415.84,93.95,23.08,52.32,Bearing Failure
68.63,5.32,1412.32,11.27,407.36,78.8,20.27,22.81,Lubrication Failure
76.4,6.24,1338.6,9.93,415.69,72.18,23.83,34.92,Lubrication Failure
67.03,2.81,1476.6,15.85,387.37,63.82,17.56,83.5,Electrical Fault
69.18,9.61,1308.43,11.25,416.93,81.84,26.76,49.36,Bearing Failure
98.57,1.81,1499.09,11.35,416.44,93.18,29.08,79.85,Overheating
65.92,6.75,1379.56,9.82,420.79,82.54,22.32,20.65,Lubrication Failure
71.59,6.43,1397.43,10.7,415.62,84.93,23.79,29.6,Lubrication Failure
68.6,8.2,1429.39,11.16,407.03,81.54,18.97,56.38,Bearing Failure
66.84,2.55,1513.98,16.6,396.51,61.5,23.76,80.85,Electrical Fault
68.04,2.95,1515.3,15.39,406.48,59.85,17.06,82.9,Electrical Fault
64.9,5.24,1309.96,11.78,409.33,66.12,31.7,78.83,Motor Misalignment
65.49,1.28,1518.36,9.95,414.01,50.89,26.19,87.03,Healthy
69.17,4.89,1359.3,11.88,414.37,66.84,27.39,78.46,Motor Misalignment
60.54,2.66,1506.02,10.8,418.62,56.1,23.02,88.18,Healthy
70.22,5.05,1309.22,10.78,413.68,61.75,27.72,76.23,Motor Misalignment
70.54,3.38,1483.3,18.72,397.4,54.53,18.11,85.06,Electrical Fault
57.13,1.93,1475.16,9.9,415.33,62.34,22.25,89.42,Healthy
73.11,3.52,1436.11,10.92,411.76,66.09,24.22,67.59,Early Warning
